motor_catalogador.py | imports=['os', 'ast', 'collections'] | funcoes=2 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\_win32_console.py | imports=['ctypes', 'sys', 'typing', 'time', 'ctypes', 'typing', 'pip._vendor.rich.color', 'pip._vendor.rich.style', 'pip._vendor.rich.console'] | funcoes=29 | classes=5
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\_windows.py | imports=['sys', 'dataclasses', 'ctypes', 'ctypes', 'pip._vendor.rich._win32_console', 'platform', 'pip._vendor.rich'] | funcoes=2 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\_windows_renderer.py | imports=['typing', 'pip._vendor.rich._win32_console', 'pip._vendor.rich.segment'] | funcoes=1 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\_wrap.py | imports=['re', 'typing', '_loop', 'cells', 'console'] | funcoes=2 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\__init__.py | imports=['os', 'typing', '_extension', 'console', 'pip._vendor.rich.console', 'console', 'pip._vendor.rich._inspect', 'console'] | funcoes=5 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\rich\__main__.py | imports=['colorsys', 'io', 'time', 'pip._vendor.rich', 'pip._vendor.rich.color', 'pip._vendor.rich.console', 'pip._vendor.rich.markdown', 'pip._vendor.rich.measure', 'pip._vendor.rich.pretty', 'pip._vendor.rich.segment', 'pip._vendor.rich.style', 'pip._vendor.rich.syntax', 'pip._vendor.rich.table', 'pip._vendor.rich.text', 'pip._vendor.rich.panel'] | funcoes=4 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\tenacity\after.py | imports=['typing', 'pip._vendor.tenacity', 'logging', 'pip._vendor.tenacity'] | funcoes=3 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\tenacity\before.py | imports=['typing', 'pip._vendor.tenacity', 'logging', 'pip._vendor.tenacity'] | funcoes=3 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\tenacity\before_sleep.py | imports=['typing', 'pip._vendor.tenacity', 'logging', 'pip._vendor.tenacity'] | funcoes=3 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\tenacity\nap.py | imports=['time', 'typing', 'threading'] | funcoes=3 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\tenacity\retry.py | imports=['abc', 're', 'typing', 'pip._vendor.tenacity'] | funcoes=26 | classes=14
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\tenacity\stop.py | imports=['abc', 'typing', 'pip._vendor.tenacity', 'threading', 'pip._vendor.tenacity'] | funcoes=14 | classes=7
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\tenacity\tornadoweb.py | imports=['sys', 'typing', 'pip._vendor.tenacity', 'pip._vendor.tenacity', 'pip._vendor.tenacity', 'pip._vendor.tenacity', 'tornado', 'tornado.concurrent'] | funcoes=2 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\tenacity\wait.py | imports=['abc', 'random', 'typing', 'pip._vendor.tenacity', 'pip._vendor.tenacity'] | funcoes=19 | classes=10
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\tenacity\_asyncio.py | imports=['functools', 'sys', 'typing', 'asyncio', 'pip._vendor.tenacity', 'pip._vendor.tenacity', 'pip._vendor.tenacity', 'pip._vendor.tenacity', 'pip._vendor.tenacity'] | funcoes=4 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\tenacity\_utils.py | imports=['sys', 'typing', 'datetime'] | funcoes=4 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\tenacity\__init__.py | imports=['functools', 'sys', 'threading', 'time', 'typing', 'warnings', 'abc', 'concurrent', 'inspect', 'retry', 'retry', 'retry', 'retry', 'retry', 'retry', 'retry', 'retry', 'retry', 'retry', 'retry', 'retry', 'retry', 'retry', 'nap', 'nap', 'stop', 'stop', 'stop', 'stop', 'stop', 'stop', 'wait', 'wait', 'wait', 'wait', 'wait', 'wait', 'wait', 'wait', 'wait', 'wait', 'before', 'before', 'after', 'after', 'before_sleep', 'before_sleep', 'pip._vendor.tenacity._asyncio', 'types', 'retry', 'stop', 'wait', 'pip._vendor.tenacity.tornadoweb'] | funcoes=35 | classes=11
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\tomli\_parser.py | imports=['__future__', 'collections.abc', 'string', 'types', 'typing', '_re', '_types'] | funcoes=36 | classes=4
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\tomli\_re.py | imports=['__future__', 'datetime', 'functools', 're', 'typing', '_types'] | funcoes=4 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\tomli\_types.py | imports=['typing'] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\tomli\__init__.py | imports=['_parser'] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\truststore\_api.py | imports=['os', 'platform', 'socket', 'ssl', 'typing', '_ssl', '_ssl_constants', '_windows', 'pip._vendor.typing_extensions', '_macos', '_openssl', 'pip._vendor.urllib3.util.ssl_', 'pip._vendor.urllib3.util.ssl_'] | funcoes=41 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\truststore\_macos.py | imports=['contextlib', 'ctypes', 'platform', 'ssl', 'typing', 'ctypes', 'ctypes.util', '_ssl_constants'] | funcoes=8 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\truststore\_openssl.py | imports=['contextlib', 'os', 're', 'ssl', 'typing'] | funcoes=3 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\truststore\_ssl_constants.py | imports=['ssl', 'sys', 'typing'] | funcoes=1 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\truststore\_windows.py | imports=['contextlib', 'ssl', 'typing', 'ctypes', 'ctypes', 'ctypes', 'ctypes.wintypes', 'typing', '_ssl_constants'] | funcoes=5 | classes=12
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\truststore\__init__.py | imports=['sys', '_api'] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\connection.py | imports=['__future__', 'datetime', 'logging', 'os', 're', 'socket', 'warnings', 'socket', 'socket', 'packages', 'packages.six.moves.http_client', 'packages.six.moves.http_client', 'util.proxy', '_collections', '_version', 'exceptions', 'util', 'util.ssl_', 'util.ssl_match_hostname', 'ssl'] | funcoes=17 | classes=6
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py | imports=['__future__', 'errno', 'logging', 're', 'socket', 'sys', 'warnings', 'socket', 'socket', 'connection', 'exceptions', 'packages', 'packages.six.moves', 'request', 'response', 'util.connection', 'util.proxy', 'util.queue', 'util.request', 'util.response', 'util.retry', 'util.ssl_match_hostname', 'util.timeout', 'util.url', 'util.url', 'util.url', 'weakref', 'packages.backports.weakref_finalize'] | funcoes=27 | classes=3
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\exceptions.py | imports=['__future__', 'packages.six.moves.http_client'] | funcoes=15 | classes=37
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\fields.py | imports=['__future__', 'email.utils', 'mimetypes', 're', 'packages'] | funcoes=11 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\filepost.py | imports=['__future__', 'binascii', 'codecs', 'os', 'io', 'fields', 'packages', 'packages.six'] | funcoes=4 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py | imports=['__future__', 'collections', 'functools', 'logging', '_collections', 'connectionpool', 'exceptions', 'packages', 'packages.six.moves.urllib.parse', 'request', 'util.proxy', 'util.retry', 'util.url'] | funcoes=19 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\request.py | imports=['__future__', 'sys', 'filepost', 'packages', 'packages.six.moves.urllib.parse'] | funcoes=6 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\response.py | imports=['__future__', 'io', 'logging', 'sys', 'warnings', 'zlib', 'contextlib', 'socket', 'socket', None, '_collections', 'connection', 'exceptions', 'packages', 'util.response'] | funcoes=44 | classes=6
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\_collections.py | imports=['__future__', 'collections', 'exceptions', 'packages', 'packages.six', 'collections.abc', 'threading', 'collections'] | funcoes=31 | classes=3
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\_version.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\__init__.py | imports=['__future__', 'logging', 'warnings', 'logging', None, '_version', 'connectionpool', 'filepost', 'poolmanager', 'response', 'util.request', 'util.retry', 'util.timeout', 'util.url', 'urllib3_secure_extra'] | funcoes=2 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\appengine.py | imports=['__future__', 'io', 'logging', 'warnings', 'exceptions', 'packages.six.moves.urllib.parse', 'request', 'response', 'util.retry', 'util.timeout', None, 'google.appengine.api'] | funcoes=7 | classes=3
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\ntlmpool.py | imports=['__future__', 'warnings', 'logging', 'ntlm', None, 'packages.six.moves.http_client'] | funcoes=3 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py | imports=['__future__', 'OpenSSL.crypto', 'OpenSSL.SSL', 'cryptography', 'cryptography.hazmat.backends.openssl', 'io', 'socket', 'socket', 'logging', 'ssl', 'sys', 'warnings', None, 'packages', 'util.ssl_', 'cryptography.x509', 'socket', 'cryptography.x509.extensions', 'OpenSSL.crypto', 'packages.backports.makefile', 'pip._vendor'] | funcoes=33 | classes=3
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py | imports=['__future__', 'contextlib', 'ctypes', 'errno', 'os.path', 'shutil', 'socket', 'ssl', 'struct', 'threading', 'weakref', 'pip._vendor', None, 'util.ssl_', '_securetransport.bindings', '_securetransport.low_level', 'socket', 'packages.backports.makefile'] | funcoes=41 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py | imports=['__future__', 'socket', 'socket', 'connection', 'connectionpool', 'exceptions', 'poolmanager', 'util.url', 'socks', 'ssl', 'warnings', 'exceptions'] | funcoes=3 | classes=5
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_appengine_environ.py | imports=['os'] | funcoes=5 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\__init__.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\bindings.py | imports=['__future__', 'platform', 'ctypes', 'ctypes.util', 'packages.six'] | funcoes=1 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\low_level.py | imports=['base64', 'ctypes', 'itertools', 'os', 're', 'ssl', 'struct', 'tempfile', 'bindings'] | funcoes=13 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\__init__.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\packages\six.py | imports=['__future__', 'functools', 'itertools', 'operator', 'sys', 'types', 'importlib.util', 'struct', 'io', 'StringIO'] | funcoes=69 | classes=15
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\packages\__init__.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\makefile.py | imports=['io', 'socket'] | funcoes=1 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\weakref_finalize.py | imports=['__future__', 'itertools', 'sys', 'weakref', 'atexit', 'gc'] | funcoes=10 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\__init__.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\util\connection.py | imports=['__future__', 'socket', 'contrib', 'exceptions', 'packages', 'wait'] | funcoes=5 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\util\proxy.py | imports=['ssl_'] | funcoes=2 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\util\queue.py | imports=['collections', 'packages', 'packages.six.moves', 'Queue'] | funcoes=4 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\util\request.py | imports=['__future__', 'base64', 'exceptions', 'packages.six'] | funcoes=3 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\util\response.py | imports=['__future__', 'email.errors', 'exceptions', 'packages.six.moves'] | funcoes=3 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\util\retry.py | imports=['__future__', 'email', 'logging', 're', 'time', 'warnings', 'collections', 'itertools', 'exceptions', 'packages'] | funcoes=23 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\util\ssltransport.py | imports=['io', 'socket', 'ssl', 'exceptions', 'packages'] | funcoes=25 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py | imports=['__future__', 'hmac', 'os', 'sys', 'warnings', 'binascii', 'hashlib', 'exceptions', 'packages', 'url', 'ssl', 'ssl', 'ssl', 'ssltransport', 'ssl', 'ssl', 'ssl', 'ssl', 'ssl', 'ssl'] | funcoes=15 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_match_hostname.py | imports=['re', 'sys', 'ipaddress'] | funcoes=4 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\util\timeout.py | imports=['__future__', 'time', 'socket', 'exceptions'] | funcoes=10 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\util\url.py | imports=['__future__', 're', 'collections', 'exceptions', 'packages', 'pip._vendor'] | funcoes=15 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\util\wait.py | imports=['errno', 'select', 'sys', 'functools', 'time', 'time'] | funcoes=10 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\urllib3\util\__init__.py | imports=['__future__', 'connection', 'request', 'response', 'retry', 'ssl_', 'timeout', 'url', 'wait'] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\webencodings\labels.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\webencodings\mklabels.py | imports=['json', 'urllib', 'urllib.request'] | funcoes=2 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\webencodings\tests.py | imports=['__future__', None] | funcoes=10 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\webencodings\x_user_defined.py | imports=['__future__', 'codecs'] | funcoes=4 | classes=5
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\webencodings\__init__.py | imports=['__future__', 'codecs', 'labels', 'x_user_defined'] | funcoes=15 | classes=3
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Scripts\PSXOPL\formatar.py | imports=['customtkinter', 'win32api', 'win32file', 'subprocess', 'os', 'sys', 'ctypes'] | funcoes=12 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Scripts\PSXOPL\Gravar PS1 - Copia.py | imports=['customtkinter', 'tkinter', 'os', 'json', 'shutil', 'threading', 'subprocess', 'traceback', 'pathlib'] | funcoes=10 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Scripts\PSXOPL\Gravar PS1.py | imports=['customtkinter', 'tkinter', 'os', 'json', 'shutil', 'threading', 'subprocess', 'traceback', 'pathlib'] | funcoes=10 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Scripts\PSXOPL\Gravar PS2 - Copia.py | imports=['customtkinter', 'tkinter', 'os', 'json', 'shutil', 'threading', 'time', 'math', 'zlib', 'ctypes'] | funcoes=15 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Scripts\PSXOPL\Gravar PS2.py | imports=['customtkinter', 'tkinter', 'os', 'json', 'shutil', 'threading', 'math', 'zlib'] | funcoes=12 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Scripts\PSXOPL\jogos PS1.py | imports=['customtkinter', 'tkinter', 'os', 'json'] | funcoes=10 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Scripts\PSXOPL\jogos PS2.PY | imports=['customtkinter', 'tkinter', 'os', 'json'] | funcoes=16 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Scripts\PSXOPL1\formatar.py | imports=['customtkinter', 'win32api', 'win32file', 'subprocess', 'os', 'sys', 'ctypes'] | funcoes=12 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Scripts\PSXOPL1\Gravar PS1.py | imports=['customtkinter', 'tkinter', 'os', 'json', 'shutil', 'threading', 'subprocess', 'traceback'] | funcoes=10 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Scripts\PSXOPL1\Gravar PS2.py | imports=['customtkinter', 'tkinter', 'os', 'json', 'shutil', 'threading', 'time', 'math', 'ctypes'] | funcoes=13 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Scripts\PSXOPL1\jogos PS1.py | imports=['customtkinter', 'tkinter', 'os', 'json'] | funcoes=10 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Scripts\PSXOPL1\jogos PS2.PY | imports=['customtkinter', 'tkinter', 'os', 'json'] | funcoes=16 | classes=1
Projeto_Extraido\Nova pasta\seu_projeto\main.py | imports=['customtkinter', 'tabs.ps2.ps2_write_tab', 'tabs.ps2.ps2_list_tab', 'tabs.ps1.ps1_write_tab', 'tabs.ps1.ps1_list_tab', 'tabs.formatar.prepare_drive_tab'] | funcoes=1 | classes=0
Projeto_Extraido\Nova pasta\seu_projeto\backend\__init__.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\seu_projeto\backend\executors\drive_executor.py | imports=['subprocess', 'time', 'typing'] | funcoes=2 | classes=1
Projeto_Extraido\Nova pasta\seu_projeto\backend\executors\file_executor.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\seu_projeto\backend\managers\drive_format_manager.py | imports=['os', 'backend.executors.drive_executor'] | funcoes=2 | classes=1
Projeto_Extraido\Nova pasta\seu_projeto\backend\managers\installer_manager.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\seu_projeto\backend\managers\__init__.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\seu_projeto\backend\services\device_service.py | imports=['subprocess', 'json', 'platform', 'typing'] | funcoes=2 | classes=1
Projeto_Extraido\Nova pasta\seu_projeto\backend\services\drive_format_service.py | imports=['subprocess', 'sys', 'time'] | funcoes=7 | classes=0
Projeto_Extraido\Nova pasta\seu_projeto\backend\services\installer_service.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\seu_projeto\backend\services\__init__.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\seu_projeto\backend\utils\drive_utils.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\seu_projeto\backend\utils\__init__.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\seu_projeto\bridge\app_controller.py | imports=['typing', 'backend.services.device_service'] | funcoes=4 | classes=1
Projeto_Extraido\Nova pasta\seu_projeto\bridge\__init__.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\seu_projeto\core\bootstrap.py | imports=['core.service_container'] | funcoes=1 | classes=0
Projeto_Extraido\Nova pasta\seu_projeto\core\game_service.py | imports=['database.db_manager'] | funcoes=6 | classes=1
Projeto_Extraido\Nova pasta\seu_projeto\core\integrity_checker.py | imports=['os'] | funcoes=1 | classes=0
Projeto_Extraido\Nova pasta\seu_projeto\core\service_container.py | imports=['database.db_manager', 'core.game_service', 'core.unit_service', 'core.integrity_checker', 'core.ul_manager'] | funcoes=2 | classes=1
Projeto_Extraido\Nova pasta\seu_projeto\core\ul_manager.py | imports=['os', 'math', 'zlib'] | funcoes=4 | classes=1
Projeto_Extraido\Nova pasta\seu_projeto\core\unit_service.py | imports=['database.db_manager'] | funcoes=4 | classes=1
Projeto_Extraido\Nova pasta\seu_projeto\core\__init__.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\seu_projeto\database\db_manager.py | imports=['sqlite3', 'os', 'datetime'] | funcoes=12 | classes=1
Projeto_Extraido\Nova pasta\seu_projeto\database\__init__.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\seu_projeto\tabs\formatar\prepare_drive_tab.py | imports=['sys', 'os', 'time', 'customtkinter', 'tkinter', 'tkinter', 'backend.services.device_service'] | funcoes=8 | classes=1
Projeto_Extraido\Nova pasta\seu_projeto\tabs\formatar\__init__.py | imports=['bridge.app_controller'] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\seu_projeto\tabs\ps1\ps1_list_tab.py | imports=['__future__', 'os', 'string', 'tkinter', 'tkinter'] | funcoes=19 | classes=1
Projeto_Extraido\Nova pasta\seu_projeto\tabs\ps1\ps1_write_tab.py | imports=['customtkinter'] | funcoes=3 | classes=1
Projeto_Extraido\Nova pasta\seu_projeto\tabs\ps1\__init__.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\seu_projeto\tabs\ps2\ps2_list_tab.py | imports=['customtkinter', 'tkinter'] | funcoes=4 | classes=1
Projeto_Extraido\Nova pasta\seu_projeto\tabs\ps2\ps2_write_tab.py | imports=['customtkinter'] | funcoes=3 | classes=1
Projeto_Extraido\Nova pasta\seu_projeto\tabs\ps2\__init__.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\seu_projeto\test\test_device_service.py | imports=['bridge.app_controller'] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\seu_projeto\test\test_drive_format.py | imports=['os', 'sys', 'backend.services.drive_format_service', 'backend.services.device_service'] | funcoes=2 | classes=0
